"sentence","category"
"I liked this app when I first downloaded it.","OTHER"
"Now I can't download anything.","PROBLEM DISCOVERY"
"It sucks!","OTHER"
"It was truly one of the best music downloading app ever.","OTHER"
"Veryyyyyyy bad.i reallyyyyy hate it.","OTHER"
"I HATE this because i searched dangerous and i saw people having it.","OTHER"
"DO NOT DOWNLOAD","INFORMATION GIVING"
"Thanks frostwire for informing me of the change, now I'm back on the scene.","OTHER"
"Before the update there was a great choice of music but now its nothing.","OTHER"
"How do I download frostwire plus?","INFORMATION SEEKING"
"Literally I won't even be on the app and it plays a random song and exits what I'm doing to go to the app.","PROBLEM DISCOVERY"
"It got so annoying I had to undownload it ""/","OTHER"
"I love this app, it allows you to download any Youtube video you want, straight from Youtube!","OTHER"
"Plus, it's 100% free!","OTHER"
"Awesome application","OTHER"
"Only use YIFY for your torrents.","OTHER"
"Unless you like waiting 3 days for your download to finish.","OTHER"
"I downloaded it here, it worked fine.","OTHER"
"Then it stopped showing results and told me to update it from the website, so i did and it worked again.","INFORMATION GIVING"
"Now it doesn't show them anymore and doesn't show any update or reason why.","PROBLEM DISCOVERY"
"Feed back is appreciated, thank you.","OTHER"
"Nice job guys super impressed with the new update","OTHER"
"Frost wire  plus is the  way to go","OTHER"
"El mejor","OTHER"
"Great and fantastic app","OTHER"
"When i fund the song i Download it and its just people talking","OTHER"
"Doesn't search for YouTube anymore I tried downloading from the website but says cannot open file this used to be great","PROBLEM DISCOVERY"
"Finally, a decent free downloader.","OTHER"
"Can't find that 1song","PROBLEM DISCOVERY"
"This app just sucks now can't download anything you want any more","PROBLEM DISCOVERY"
"Well I liked it up to the point when I could use YouTube for a source but no I can't","INFORMATION GIVING"
"It used to be the best music player ever.","OTHER"
"But now frostwire does not find any song I want which are the songs straight of the radio, so common.","PROBLEM DISCOVERY"
"U better fix it before u lose EVERYONE.","INFORMATION GIVING"
"I used to love this app but from the update.","OTHER"
"Now it sucks.","OTHER"
"It could be better","OTHER"
"What happen to the app i mean like when i typed in a song it would show up but now it dont bring up the songs that i want","INFORMATION SEEKING"
"with this app everything is simplified","OTHER"
"I have had this app for 2 years now.","OTHER"
"Nothing is better!","OTHER"
"Thanks guys!","OTHER"
"I loved it.","OTHER"
"Now it doesn't work please fix it , I look a song and it gives me some options and then it does not work when I try to download it","PROBLEM DISCOVERY"
"Can't beat this music downloader","PROBLEM DISCOVERY"
"Can't find any of the songs I look for anymore I get only 5 results all of which aren't what I searched","PROBLEM DISCOVERY"
"It worked great at first bit then it constantly kept crashing","PROBLEM DISCOVERY"
"I love it","OTHER"
"I love the app.","OTHER"
"Sad that terms had to be changed because of Google requirements but if I use frostwire on my phone and then delete the app (space) will I loose my music that's been downloaded ?","OTHER"
"Why is the music I downloaded only found in frostwire and NOT my phone storage?","INFORMATION SEEKING"
"Why do I NOT have the option of changing the location of which it downloads to nor move it afterwards?","INFORMATION SEEKING"
"Why does my data go through the roof when I play downloaded songs on frostwire?","INFORMATION SEEKING"
"Why does this app suck so bad compared to the old school layout and design?","INFORMATION SEEKING"
"Why does the back button take me back to the homescreen  when it should be taking me back one button press?","INFORMATION SEEKING"
"Why are all you web/app designers so bad nowadays?!?!?","INFORMATION SEEKING"
"I really loved this app.","OTHER"
"Then, they took away the YouTube downloads, and it seems like every song I download now is a cover.","OTHER"
"It's so aggravating.","OTHER"
"It takes to much space and slow","OTHER"
"Unable to play or find downladed music to SD card","OTHER"
"Cant dl shiii","OTHER"
"I love this do much","OTHER"
"I downloaded the Plus apk from the website three times yet every time I try to open the downloaded file to install it on my phone it tells me the file cannot be opened.","PROBLEM DISCOVERY"
"Is this just a problem on phones running Lollipop or is the app no longer available for installation?","PROBLEM DISCOVERY"
"Could be better.","OTHER"
"For 2015 I figured a lot more out of technology 8nstead everything is generic now.","OTHER"
"Love it","OTHER"
"I really  Love it when I could download from YouTube I'm thinking about uninstalling it get download nothing now","OTHER"
"Well ive loved this amazing  app for months.","OTHER"
"But now i cant download  a single thing.","PROBLEM DISCOVERY"
"I search an artist full album  n it gives me two results and none of it what im looking for.","OTHER"
"Vry sad.","OTHER"
"Plz fix.","PROBLEM DISCOVERY"
"It's  good but always remix  version","OTHER"
"It's bullshit*t it glitches out and I've reseted my phone three times cuz of this app","OTHER"
"If you're looking for a great app to download music, get frostwire plus!","INFORMATION GIVING"
"Search time","OTHER"
"""major search results improvements?""","OTHER"
"still only shows minimal sound could results.","OTHER"
"Absolutely terrible","OTHER"
"Lost all my music","OTHER"
"Very excellent app.","OTHER"
"I recommend highly, just one issue, I closed out of it one time and now I can't get back in.","PROBLEM DISCOVERY"
"I had to re download it and that sometimes doesn't work.","PROBLEM DISCOVERY"
"But besides that, excellent.","OTHER"
"It's easy to use and has a nice layout.","OTHER"
"THIS IS THE BEST WAY TO DOWNLOAD YOUR MUSIC !!!","OTHER"
"Before the new update I rated 5 whole stars, following the ""update"" it has fallen to a would be .5 stars","OTHER"
"I feel it the best","OTHER"
"Good enough","OTHER"
"This app will not let you listen to the song before you download it.","OTHER"
"Its so nice :)","OTHER"
"5 stars","OTHER"
"Love it","OTHER"
"After the force close problem was fixed the app works great","PROBLEM DISCOVERY"
"Thank you for the APK, it worked like a charm","OTHER"
"Great app!","OTHER"
"Why can't you listen to what you're downloading before you download it?","PROBLEM DISCOVERY"
"You can make a playlist and favs ( unlike others) and has every song !","OTHER"
"LOVE IT GET THIS APP !!!","OTHER"
"It won't let me download videos anymore","OTHER"
"I have never had this,I'm checking it out now,my cousin has had it,can download your own music you want on there it sounds awesome so I'm going to try it.","OTHER"
"Awesome","OTHER"
"Good felling","OTHER"
"Self explanatory","OTHER"
"Put back the YouTube music please!!!","OTHER"
"I really like this app when i could download songs from YouTube.","OTHER"
"I downloaded the Apk many times and it still doesn't work.","PROBLEM DISCOVERY"
"Please fix this.","PROBLEM DISCOVERY"
"It wont let me download futuristic price to life","OTHER"
"First you should be able to hear a song before you download it.","FEATURE REQUEST"
"And second should be able to pause and play etc from my home screen.","OTHER"
"I can't find the songs I search for","PROBLEM DISCOVERY"
"Yay","OTHER"
"Ok","OTHER"
"Tried downloading apk it downloaded but wouldn't let me open it app needs fixing I liked the YouTube downloads","FEATURE REQUEST"
"Where the youtube , music","OTHER"
"i use to like it cos i could find any songs and download any videos .","OTHER"
"but now there's always problems with frostwire.","PROBLEM DISCOVERY"
"always saying errors and no results when downloaded after updated!","OTHER"
"if i knew i wouldnt hv update it and now i cant even download any videos from it.","PROBLEM DISCOVERY"
"im starting to not like it anymore.","OTHER"
"pls bring back the old version!","OTHER"
"For those of you who are complaining about the removal of YouTube searches, just download frostwire plus 100% free from the website and unrar the file to extract the apk, install and boom you got your YouTube downloads back.","INFORMATION GIVING"
"great app would give 10 stars if I could","OTHER"
"It works grate on my Samsung.","OTHER"
"Would love the old version better had way more options.","OTHER"
"Please bring it back.","FEATURE REQUEST"
"Old version.","OTHER"
"please","OTHER"
"Don't buy this it will ask for your credit card and take all ur money it happened to my friend","INFORMATION GIVING"
"Works perfect","OTHER"
"Not many songs I can't find.","PROBLEM DISCOVERY"
".","OTHER"
"Thank you","OTHER"
"PLEASE BRING BACK THE YOUTUBE RESULTS!!!","FEATURE REQUEST"
"Extremely gd","OTHER"
"Horrible","OTHER"
"I like it but I been have it for a while now but it stoped letting my download it would say eorre ever time I tried to download stuff","PROBLEM DISCOVERY"
"Honestly when I first downloaded this it was amazing!","OTHER"
".","OTHER"
"then the YouTube thing went down and now its garbage so now I'm deleting it.this is something I never thought I would have to do.","OTHER"
"Best music app","OTHER"
"I'm not gonna say it sucks because I have found alot of sound songs I like but I don't like that all I can find for very new songs is covers and remixes!","PROBLEM DISCOVERY"
"I hate covers and remixes!","OTHER"
"Don't update!the older version still downloads songs from youtube","INFORMATION SEEKING"
"If I uninstall the app I don't get to keep my songs Music Paradise is so much better","OTHER"
"I like it.","OTHER"
"It downloads very fast, but I wouldn't try downloading video files; the quality really sucks.","OTHER"
"But other than that, I really like this app.","OTHER"
"Website said to download some update to get youtube results again and still none.","OTHER"
"HORRIBLE APP","OTHER"
"The beast in my pants is god","OTHER"
"Was working, started crashing, uninstalled.lost everything :-(","OTHER"
"Doesn't freeze up like YouTube","OTHER"
