"sentence","category"
"Extraction problem Every time I try to extract a file it says it has unfortunately stopped
Nice
Vry bad version.","OTHER"
"Hate it badly Whenever I used to open amaze application a pop up window used to open, saying unfortunately not responding.","OTHER"
"I am unable to retrieve my data.","PROBLEM DISCOVERY"
"Fix it ASAP
:( Tried moving my media files from internal storage to sd card.","PROBLEM DISCOVERY"
"All gone .","OTHER"
"Thx alot.","OTHER"
"Not compatible with lollipop Facing problems with lollipop cannot delete files from SD card.","PROBLEM DISCOVERY"
"Always force stopes while moving something
No access to SD Card Zero star not available
Does not work!","PROBLEM DISCOVERY"
"server doesn't work.","PROBLEM DISCOVERY"
"Never has.","OTHER"
"Crashes Crashes every time I try to extract a file from a zip file.","PROBLEM DISCOVERY"
"Constantly getting.","OTHER"
"""Unsuccessful operations"" when trying to copy files from internal to SD card.","OTHER"
"Was a successful uninstall though.","OTHER"
"Identity permission No one gets/cares about a file explorer so their g+ icon shows, seriously, next you'll ask location permission so you can default which language to use or some bullshit.","OTHER"
"Crashing when adding a folder I mean, it is basic operation.","FEATURE REQUEST"
"It must work.","OTHER"
"Can't share files via bluetooth.","PROBLEM DISCOVERY"
"No bluetooth option.","OTHER"
"No NAS FTP?","OTHER"
"Internal or sd storage only?","OTHER"
"Junk Did not read zip file, crashed when asked to create a folder
QUIT CHANGING IT!!!!","OTHER"
"BRING BACK THE ""MOVE"" OPTION!!!","OTHER"
"Crashes when I try to cut and paste anything
Does NOT work.","PROBLEM DISCOVERY"
"I fired it up on my phone and it said it was showing the SDCARD, but it was showing the on board storage.","OTHER"
"It offered me root, which was the system, but could not actually show the SD card.","PROBLEM DISCOVERY"
"A file manager that does not know where it is, is dangerous.","OTHER"
"Avoid.","OTHER"
"It's clean, but useless.","OTHER"
"Problem display of long names, bad use of screen space, limited functionality and .","OTHER"
"The last update asks for my identity and in-app purchases.","OTHER"
"I downloaded the app because it was only asking for file access.","OTHER"
"- A file manager does not need my profile pic and the donations do not have to be in the app.","INFORMATION SEEKING"
"Another file manager app that won't write to the SD card I'm on the nvidia shield tablet.","OTHER"
"When you try to make a folder on the SD card the whole app crashes.","PROBLEM DISCOVERY"
"I'm sure this has something to do with whatever SD card permission changes google made to the latest android.","OTHER"
"Regardless this app doesn't work.","PROBLEM DISCOVERY"
"Root explorer is of No use.","OTHER"
"No Paste copy option in root .","OTHER"
"No system files.","OTHER"
"Why do none of these bloody things let me into my freakin system folder?","INFORMATION SEEKING"
"Stupid Plus sign.","OTHER"
"Why why why.","INFORMATION SEEKING"
"Crashh on jellibean/lolipop Crash when copy cut paste file etc and smb transfer start service crash too :( .","OTHER"
"Please fix it
Does not detect USB OTG","PROBLEM DISCOVERY"
"Not worth it Too many bugs, force closes and errors and also really short on even basic features like remaining storage info.","OTHER"
"I liked the clean design but not worth it even for free
Awesome Thanks Dev!","OTHER"
"Its gorgeous.","OTHER"
"Its customizable.","OTHER"
"Its fast.","OTHER"
"Its completely useless to me.","OTHER"
"Crashes every time I try to move to the SD card.","OTHER"
"Not one successful move.","OTHER"
"Sent email, waited.","OTHER"
"Nothin.","OTHER"
"Updated today.","OTHER"
"No change.","OTHER"
"Im gone.","OTHER"
"Thanks anyway.","OTHER"
"Migliorare la grafica e la velocità e anche l'interfaccia non è ben comprensibile.","OTHER"
"Va spesso in crash!","OTHER"
"L'app è peggiorata quando si seleziona molti elementi da eliminare, si blocca e si chiude da sola!!!","OTHER"
"Forced Stop on deleting files.","OTHER"
"Its gets lagged everytime i open it.and it gets unable to use.it also mix up the folders display.and also on deleting images it forced stops.pls bring new update and fix
When attempting to access an existing SMB share the app crashes.","PROBLEM DISCOVERY"
"Deleted app data and attempted to recreate the connection, app now crashes as soon as I try to save the config.","PROBLEM DISCOVERY"
"Was working, presumably broken by a developer update as I have preformed no phone updates since installing it, 1 star until this is working.","OTHER"
"Tried to delete file and it crashed.","PROBLEM DISCOVERY"
"Tried to copy a file and it crashed.","PROBLEM DISCOVERY"
"Though this would be good replacement for ESFile but it fails miserably.","PROBLEM DISCOVERY"
"Replaced with ""File Manager""
Really slow copies, clunky interface.","OTHER"
"Am now happy with solid explorer.","OTHER"
"This is a horrible app.","OTHER"
"Uninstalled.","OTHER"
"Delete a whole folder of videos in Amaze but it still shows up under device folders in Google Photo.","OTHER"
"After downloading a new Gallery app found that the folder is still there !!","OTHER"
"But it doenst shows up in Amaze.","OTHER"
"Some how just ""hidden"" the file but its wasting the device memory!!!","OTHER"
"Unable to search file / further subfolder names in subfolders!","OTHER"
"After cut-paste, the operation process name is stuck at the notification bar for ever.","OTHER"
"How to customise menu layout?","INFORMATION SEEKING"
"UNABLE MOVE FILES WITH SIZE 1GB OR MORE FROM EXTERNAL SD TO INTERNAL STORAGE!!!","OTHER"
"Crashes Crashes a lot
Crashed after a few seconds of having it open
That's not a good update A rollback would be best option.","PROBLEM DISCOVERY"
"Folder size and content not shown anymore.","OTHER"
"And that's just one issue.","PROBLEM DISCOVERY"
"Update: uninstalled.","OTHER"
"Move files also not working.","OTHER"
"This is app simply doesn't work.","PROBLEM DISCOVERY"
"It doesn't do what a file manager does.","OTHER"
"So what's the point.","OTHER"
"Uninstalled.","OTHER"
"Bad
SD memory I can't make copy, Move or delete for any file stored in enternal memory card
Text Editor Bad Text editor is very bad.","PROBLEM DISCOVERY"
"when clicking outside of existed lines, it is freezing and adding NUL characters to file.","FEATURE REQUEST"
"so 121Byte file becomes to 60KB !","OTHER"
"Haphazard and Crashy Very much Not the ES Explorer replacement I was looking for.","OTHER"
"Strange UI where you must scroll to the top of a listing to find the action buttons.","INFORMATION GIVING"
"Samba looses your directory position so you must renavigate.","INFORMATION GIVING"
"Lots of forced closes.","OTHER"
"Right now it has a notify that it is permanently stuck at about 25% copying a file.","OTHER"
"Selecting that notify takes me to a blank white screen.","OTHER"
"Swiping Amaze away in the task manager does not remove the notify.","OTHER"
"Feels like an uphill struggle to do anything.","OTHER"
"Shame.","OTHER"
"Uninstalling.","OTHER"
"new version not work and  says Unfortunately it stopped please help me
Crashes when using compress file option consistently Uninstalling
Crashes on launch in Android 7.1.1 Moto G5s+
Crashing Stopped working after update.It asked for gmail account nd I gave the details, though it is crashing to open.","PROBLEM DISCOVERY"
"Uninstalling updates
Nice Nice.","OTHER"
"program crashes when trying to write to SD card REally?","OTHER"
"WHAT ELSE IS A FILE MANAGER GOOD FOR OTHER THAN MANAGING FILES.","OTHER"
"Where is ""Paste"" I cut ""to move"" an app from internal storage to SD but: Where is the ""Paste"" option
The last update has ruined the app.","OTHER"
"It doesn't even function properly anymore.","OTHER"
"Hopefully they get it together.","OTHER"
"I love the FTP server though
Can't unrar big files, force closes every time and I had to download a different app to actually extract my files.","PROBLEM DISCOVERY"
"Red looks pink, may be fine for you but it isn't for me.","OTHER"
"I'm going to continue using cm file manager.","OTHER"
"I'd rather not have to download another app to perform a task this app claims to do.","OTHER"
"No SMB support
Immediately after installing and noticing how strange a file manager with access to accounts is, I started receiving spam requests over Skype.","OTHER"
"Until I get confirmation from someone with source code access, I'll just uninstall.","OTHER"
"in this app you can't move large files to others folder.","PROBLEM DISCOVERY"
"when try to move large file this app shutdown automatically.","OTHER"
"Failed to amaze Frequent crashing whikevdeleting multiple files, definately find better out there.","PROBLEM DISCOVERY"
"Crashing after the update New update is crashing whenever I try to move it copy!!","PROBLEM DISCOVERY"
"Fix it please
Can't access phone storage Fix the bug , I can't access phone storage
Wouldn't let me actually move any files anywhere
Will not delete a folder or file It will not delete a folder or file.","PROBLEM DISCOVERY"
"No error or anything, but the file never goes away.","OTHER"
"ASTRO deletes the same folder or file without issue.","OTHER"
"Where did Samba support go?","INFORMATION SEEKING"
"I used to be able to access my network shares through amaze,  now I don't see any such option or setting anywhere,  did you guys remove it for some reason?","INFORMATION SEEKING"
"Why can not copy file on sd card Bye
Too complex It will be better to remove app manager and the full network permission
File creation &pasting nolonger works after update
Worst update Worst update.","FEATURE REQUEST"
"I just updated Amaze app and now it is crashing in the start itself.","PROBLEM DISCOVERY"
"Please resolve this issue.","PROBLEM DISCOVERY"
"Latest update ruined this app When I'm trying to open it , it's frequently getting stop again and again , I can't open it .","PROBLEM DISCOVERY"
"This app installed itself after I installed Cake browser.","OTHER"
"LOOL Cake turns out to be spyware, good think this isnt a phone LOL
Simple unzip does not work properly.","PROBLEM DISCOVERY"
"Useless Unintuitive crap don't bother.","OTHER"
"Moving files most often crashes the app.","PROBLEM DISCOVERY"
"The gui does not show any useful progress bars at all.","PROBLEM DISCOVERY"
"App crashing like 10 times in 30 seconds.","OTHER"
"""Amaze has stopped"" appears everytime I press home button.","OTHER"
"Please fix it asap
Does not show shared drives
Ran slow and crashed repeatedly.","PROBLEM DISCOVERY"
"Can't delete files on the SD card.","PROBLEM DISCOVERY"
"Asks for SD card access and when I give the permission, it asks again.","OTHER"
